Company Name,Location,Datum,Status Mission
Starsem,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Jun 02, 2003 17:45 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Sat May 24, 2003 16:34 UTC",Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","Tue May 13, 2003 22:10 UTC",Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan","Fri May 09, 2003 04:29 UTC",Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Thu May 08, 2003 11:28 UTC",Success
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA","Mon Apr 28, 2003 12:00 UTC",Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sat Apr 12, 2003 00:47 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Apr 09, 2003 22:52 UTC",Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Tue Apr 08, 2003 13:43 UTC",Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Wed Apr 02, 2003 01:53 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Mon Mar 31, 2003 22:09 UTC",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Fri Mar 28, 2003 01:27 UTC",Success
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA","Tue Mar 11, 2003 00:59 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Feb 15, 2003 07:00 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed Jan 29, 2003 18:06 UTC",Success
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA","Sat Jan 25, 2003 20:13 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Jan 16, 2003 15:39 UTC",Failure
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Mon Jan 13, 2003 00:45 UTC",Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA","Mon Jan 06, 2003 14:19 UTC",Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Sun Dec 29, 2002 16:40 UTC",Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Tue Dec 24, 2002 12:20 UTC",Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","Fri Dec 20, 2002",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Dec 17, 2002 23:04 UTC",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Dec 14, 2002 01:31 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Dec 11, 2002 22:22 UTC",Failure
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Dec 05, 2002 02:42 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Nov 28, 2002 06:07 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sun Nov 24, 2002 00:49 UTC",Success
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA","Wed Nov 20, 2002 22:39 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Sun Oct 27, 2002 03:17 UTC",Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Mon Oct 07, 2002 19:45 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Sep 26, 2002 14:27 UTC",Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","Wed Sep 18, 2002 22:04 UTC",Success
CASIC,"Taiyuan Satellite Launch Center, China","Sun Sep 15, 2002",Failure
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Thu Sep 12, 2002 10:23 UTC",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Sep 10, 2002 08:20 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Sep 06, 2002 06:44 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Aug 28, 2002 22:45 UTC",Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","Wed Aug 21, 2002 22:05 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Mon Jul 08, 2002 06:35 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Jul 05, 2002 23:02 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Jul 03, 2002 06:47 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Jul 02, 2002 23:22 UTC",Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA","Mon Jun 24, 2002 18:23 UTC",Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Jun 20, 2002 09:33 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Sat Jun 15, 2002 22:39 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Wed Jun 05, 2002 21:22 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Jun 05, 2002 06:44 UTC",Success
IAI,"Pad 1, Palmachim Airbase, Israel","Tue May 28, 2002",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue May 28, 2002 08:14 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Wed May 15, 2002 01:50 UTC",Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Sat May 04, 2002 09:54 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Apr 16, 2002 23:02 UTC",Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Mon Apr 08, 2002 20:44 UTC",Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Mon Apr 01, 2002 22:06 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Mar 29, 2002 01:29 UTC",Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Mon Mar 25, 2002 14:15 UTC",Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Sun Mar 17, 2002 09:21 UTC",Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Mar 08, 2002 22:59 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Mar 01, 2002 11:22 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Mar 01, 2002 01:07 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Feb 23, 2002 06:59 UTC",Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Feb 21, 2002 12:43 UTC",Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Mon Feb 11, 2002 17:43 UTC",Success
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA","Tue Feb 05, 2002 20:58 UTC",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Mon Feb 04, 2002 02:45 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Jan 23, 2002 23:46 UTC",Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed Jan 16, 2002 00:30 UTC",Success
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia","Fri Dec 28, 2001 03:24 UTC",Success
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Dec 21, 2001 04:00 UTC",Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Mon Dec 10, 2001 17:18 UTC",Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Fri Dec 07, 2001 15:07 UTC",Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Wed Dec 05, 2001 22:19 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Nov 27, 2001 05:59 UTC",Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Oct 25, 2001 11:34 UTC",Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Mon Oct 22, 2001 10:23 UTC",Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Thu Oct 18, 2001 18:51 UTC",Success
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Oct 11, 2001 02:32 UTC",Success
Lockheed,"SLC-4E, Vandenberg AFB, California, USA","Fri Oct 05, 2001 21:21 UTC",Success
Lockheed,"LP-1, Pacific Spaceport Complex, Alaska, USA","Sun Sep 30, 2001 02:40 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Sep 25, 2001 23:21 UTC",Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA","Fri Sep 21, 2001 18:49 UTC",Failure
Lockheed,"SLC-3E, Vandenberg AFB, California, USA","Sun Sep 09, 2001 15:25 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Aug 30, 2001 06:46 UTC",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Wed Aug 29, 2001 07:00 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Aug 10, 2001 21:10 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Aug 08, 2001 16:13 UTC",Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Aug 06, 2001 07:28 UTC",Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Mon Jul 23, 2001 07:23 UTC",Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Jul 20, 2001 00:17 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Jul 12, 2001 21:58 UTC",Partial Failure
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu Jul 12, 2001 09:03 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Jun 30, 2001 19:46 UTC",Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Tue Jun 19, 2001 04:41 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Jun 09, 2001 06:45 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Jun 08, 2001 15:08 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Fri May 18, 2001 17:45 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Tue May 08, 2001",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Apr 19, 2001 18:40 UTC",Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Wed Apr 18, 2001 10:13 UTC",Partial Failure
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Apr 07, 2001 15:02 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Sun Mar 18, 2001 22:33 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Mar 08, 2001 22:51 UTC",Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu Mar 08, 2001 11:42 UTC",Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Tue Feb 27, 2001 21:20 UTC",Success
MITT,"Svobodny Cosmodrome, Russia","Tue Feb 20, 2001 08:48 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Wed Feb 07, 2001 23:13 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Feb 07, 2001 23:05 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Tue Jan 30, 2001 07:55 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Jan 10, 2001 22:09 UTC",Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Tue Jan 09, 2001 17:00 UTC",Success
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia","Wed Dec 27, 2000 18:56 UTC",Failure
CASC,"LC-2, Xichang Satellite Launch Center, China","Wed Dec 20, 2000 16:20 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Dec 20, 2000 00:26 UTC",Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Wed Dec 06, 2000 02:47 UTC",Success
MITT,"Svobodny Cosmodrome, Russia","Tue Dec 05, 2000 12:32 UTC",Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu Nov 30, 2000 03:06 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Nov 21, 2000 23:56 UTC",Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Tue Nov 21, 2000 18:24 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Mon Nov 20, 2000 23:00 UTC",Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Nov 16, 2000 01:07 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Fri Nov 10, 2000 17:14 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Oct 30, 2000 16:02 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sun Oct 29, 2000 05:59 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Sat Oct 21, 2000 05:51 UTC",Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Oct 20, 2000 00:40 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Wed Oct 11, 2000 23:17 UTC",Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","Mon Oct 09, 2000 05:38 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Oct 06, 2000 23:00 UTC",Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","Tue Sep 26, 2000 10:05 UTC",Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Mon Sep 25, 2000 10:10 UTC",Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA","Thu Sep 21, 2000 10:22 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Sep 14, 2000 22:54 UTC",Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Fri Sep 08, 2000 12:45 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Sep 06, 2000 22:33 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed Aug 23, 2000 11:05 UTC",Success
Lockheed,"SLC-4E, Vandenberg AFB, California, USA","Thu Aug 17, 2000 23:45 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Aug 17, 2000 23:16 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Fri Jul 28, 2000 22:41 UTC",Success
Northrop,"SLC-8, Vandenberg AFB, California, USA","Wed Jul 19, 2000 20:09 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sun Jul 16, 2000 09:17 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat Jul 15, 2000 12:00 UTC",Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Fri Jul 14, 2000 05:21 UTC",Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Jun 30, 2000 12:56 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Jun 28, 2000 10:37 UTC",Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Sun Jun 25, 2000 11:50 UTC",Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Wed Jun 07, 2000 13:19 UTC",Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Wed May 24, 2000 23:10 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri May 19, 2000 10:11 UTC",Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue May 16, 2000 08:27 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Thu May 11, 2000 01:48 UTC",Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon May 08, 2000 16:01 UTC",Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Wed May 03, 2000 07:07 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Apr 19, 2000 00:29 UTC",Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Sat Mar 25, 2000 20:34 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Mar 21, 2000 23:28 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Sun Mar 12, 2000 14:49 UTC",Failure
Northrop,"SLC-576E, Vandenberg AFB, California, USA","Sun Mar 12, 2000 09:29 UTC",Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Thu Mar 02, 2000 09:26 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Feb 18, 2000 01:04 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Feb 11, 2000 16:43 UTC",Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan","Thu Feb 10, 2000 01:30 UTC",Failure
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Feb 08, 2000 21:24 UTC",Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Feb 03, 2000 23:30 UTC",Success
Northrop,"SLC-8, Vandenberg AFB, California, USA","Thu Jan 27, 2000 03:03 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Jan 25, 2000 16:45 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Jan 25, 2000 01:04 UTC",Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Jan 21, 2000 01:03 UTC",Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA","Fri Dec 31, 1999 07:13 UTC",Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Mon Dec 27, 1999 19:12 UTC",Success
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sun Dec 26, 1999 08:00 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Dec 22, 1999 00:50 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Mon Dec 20, 1999 00:50 UTC",Success
Lockheed,"SLC-3E, Vandenberg AFB, California, USA","Sat Dec 18, 1999 18:57 UTC",Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA","Sun Dec 12, 1999 17:36 UTC",Success
AEB,"VLS Pad, Alc?›ntara Launch Center, Maranh?œo, Brazil","Sat Dec 11, 1999 19:40 UTC",Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Dec 10, 1999 14:32 UTC",Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Sat Dec 04, 1999 18:53 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Dec 03, 1999 16:22 UTC",Success
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","Tue Nov 23, 1999 04:06 UTC",Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Fri Nov 19, 1999 22:30 UTC",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Mon Nov 15, 1999 07:29 UTC",Failure
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Nov 13, 1999 22:54 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Oct 19, 1999 06:22 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Thu Oct 14, 1999 03:15 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Sun Oct 10, 1999",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Sep 25, 1999 06:29 UTC",Success
Lockheed,"SLC-6, Vandenberg AFB, California, USA","Fri Sep 24, 1999 18:21 UTC",Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Sep 23, 1999 06:02 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Sep 04, 1999 22:34 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Aug 26, 1999 12:02 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Aug 17, 1999 04:37 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Aug 12, 1999 22:52 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Aug 07, 1999 12:51 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sun Jul 25, 1999 07:46 UTC",Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Fri Jul 23, 1999 04:31 UTC",Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Sat Jul 17, 1999 05:37 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sat Jul 10, 1999 08:45 UTC",Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Jul 08, 1999 08:45 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Thu Jun 24, 1999 15:44 UTC",Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA","Sun Jun 20, 1999 02:15 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Fri Jun 11, 1999 17:15 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Thu Jun 10, 1999 13:48 UTC",Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Sat May 29, 1999 11:52 UTC",Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu May 27, 1999 10:49 UTC",Success
Lockheed,"SLC-4E, Vandenberg AFB, California, USA","Sat May 22, 1999 09:36 UTC",Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Tue May 18, 1999 05:09 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Mon May 10, 1999 01:33 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed May 05, 1999 01:00 UTC",Failure
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Apr 30, 1999 16:30 UTC",Failure
VKS RF,"Site 107/1, Kapustin Yar, Russia","Wed Apr 28, 1999",Success
Lockheed,"SLC-6, Vandenberg AFB, California, USA","Tue Apr 27, 1999 18:22 UTC",Failure
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","Wed Apr 21, 1999",Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Thu Apr 15, 1999 18:32 UTC",Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","Mon Apr 12, 1999 22:50 UTC",Success
Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Apr 09, 1999 17:01 UTC",Failure
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Apr 02, 1999 22:03 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Sun Mar 28, 1999",Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Fri Mar 05, 1999 02:56 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Feb 26, 1999 22:44 UTC",Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Tue Feb 23, 1999 10:29 UTC",Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue Feb 16, 1999 01:45 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sun Feb 07, 1999 21:04 UTC",Success
Lockheed,"SLC-46, Cape Canaveral AFS, Florida, USA","Wed Jan 27, 1999 00:34 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sun Jan 03, 1999 20:21 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Dec 24, 1998 20:02 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Dec 22, 1998 01:08 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Sat Dec 19, 1998 11:39 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Fri Dec 11, 1998 18:45 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Dec 10, 1998 11:57 UTC",Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Sun Dec 06, 1998 00:57 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sun Dec 06, 1998 00:43 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Dec 04, 1998 08:35 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sun Nov 22, 1998 23:54 UTC",Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Fri Nov 06, 1998 13:37 UTC",Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu Oct 29, 1998 19:19 UTC",Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Oct 28, 1998 22:15 UTC",Success
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA","Thu Oct 22, 1998 00:02 UTC",Success
ESA,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Oct 21, 1998 16:37 UTC",Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue Oct 20, 1998 07:19 UTC",Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Fri Oct 09, 1998 22:50 UTC",Success
